facility_id,latitude,longitude,ts,is_powered_on,cloud_cover,cog_url,geometry,local_image_path
0,39.11613,-84.80529,2020-10-31 16:32:42+00:00,1,1.16,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/10/S2B_16SFJ_20201031_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20201031_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-11-03 16:42:38.168000+00:00,1,0.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/11/S2B_16SFJ_20201103_1_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20201103_1_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-04-23 16:42:42+00:00,1,46.35,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/4/S2B_16SFJ_20190423_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20190423_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-12-26 16:32:32.060000+00:00,1,0.57,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/12/S2A_16SFJ_20181226_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20181226_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-09-12 16:32:37.612000+00:00,1,15.49,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/9/S2A_16SFJ_20190912_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20190912_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-01-28 16:42:23.350000+00:00,1,0.51,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/1/S2B_16SFJ_20180128_1_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180128_1_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-06-16 16:42:38.218000+00:00,1,3.71,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/6/S2B_16SFJ_20200616_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20200616_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-05-25 16:32:42+00:00,1,26.13,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/5/S2A_16SFJ_20190525_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20190525_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-07-14 16:28:34.560000+00:00,1,4.32,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/7/S2B_16SFJ_20180714_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180714_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-09-16 16:32:43.686000+00:00,1,18.52,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/9/S2A_16SFJ_20200916_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20200916_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-08-07 16:32:45.193000+00:00,1,12.03,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/8/S2A_16SFJ_20200807_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20200807_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-10-15 16:42:38.770000+00:00,1,4.03,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/10/S2A_16SFJ_20191015_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20191015_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-10-16 16:32:44.893000+00:00,1,0.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/10/S2A_16SFJ_20201016_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20201016_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-03-30 16:32:35.189000+00:00,1,1.92,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/3/S2A_16SFJ_20200330_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20200330_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-09-20 16:42:35.006000+00:00,1,14.03,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/9/S2B_16SFJ_20190920_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20190920_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-04-13 16:41:50.520000+00:00,0,7.97,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/4/S2A_16SFJ_20180413_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20180413_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-09-10 16:42:36.872000+00:00,1,4.09,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/9/S2B_16SFJ_20190910_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20190910_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2017-11-26 16:26:09.460000+00:00,0,12.91,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2017/11/S2B_16SFJ_20171126_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20171126_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2017-05-08 16:34:26.790000+00:00,1,0.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2017/5/S2A_16SFJ_20170508_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20170508_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-03-25 16:32:36.991000+00:00,1,0.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/3/S2B_16SFJ_20200325_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20200325_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-08-28 16:30:57.410000+00:00,1,3.4,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/8/S2A_16SFJ_20180828_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20180828_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-05-20 16:25:21.280000+00:00,0,12.15,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/5/S2A_16SFJ_20180520_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20180520_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-04-02 16:42:31.538000+00:00,1,22.17,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/4/S2A_16SFJ_20200402_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20200402_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-03-19 16:33:16.880000+00:00,0,26.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/3/S2B_16SFJ_20180319_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180319_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-10-20 16:42:36.921000+00:00,1,0.02,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/10/S2B_16SFJ_20191020_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20191020_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-06-14 16:25:54.820000+00:00,1,2.02,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/6/S2B_16SFJ_20180614_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180614_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-06-08 16:32:45.530000+00:00,1,40.01,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/6/S2A_16SFJ_20200608_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20200608_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-09-25 16:42:36.615000+00:00,1,24.24,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/9/S2A_16SFJ_20190925_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20190925_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2019-05-15 16:32:42+00:00,1,42.73,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2019/5/S2A_16SFJ_20190515_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20190515_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2020-12-05 16:32:37.402000+00:00,1,0.01,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2020/12/S2A_16SFJ_20201205_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20201205_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-05-10 16:31:48.310000+00:00,0,0.42,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/5/S2A_16SFJ_20180510_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20180510_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-08-06 16:41:35.720000+00:00,1,16.97,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/8/S2B_16SFJ_20180806_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180806_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-06-17 16:37:01.160000+00:00,1,15.67,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/6/S2B_16SFJ_20180617_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180617_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-04-30 16:21:38.590000+00:00,0,0.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/4/S2A_16SFJ_20180430_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2A_16SFJ_20180430_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
0,39.11613,-84.80529,2018-06-04 16:24:07.730000+00:00,1,0.0,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/16/S/FJ/2018/6/S2B_16SFJ_20180604_0_L2A/TCI.tif,"POLYGON ((-84.80150157951397 39.11894172118128, -84.80168074336267 39.113178822735456, -84.80907811963056 39.11331814573971, -84.80889955749284 39.11908107263269, -84.80150157951397 39.11894172118128))",/Users/adminuser/GitHub/ccai-ss23-ai-monitoring-tutorial/data/google/images/visual/S2B_16SFJ_20180604_0_L2A_TCI_-84.80529000061621_39.1161299797031_64.npy
